id;sexe;usage_vehicule;type_vehicule;‰ge_vehicule;points_perdus_logical;type_conduite;formule;date_demande;etat_dossier;‰ge_client;tarif_intervalle;revenus_intervalle;enfants_logical;enfant_conduite_accompagne_logical;est_rouge
669;F;Private;SUV;1.0;YES;Highly Urban/ Urban;dev_integral;17/01/2022 13:39;complet;10;"[325Û;400Û]";"[20k;40k]";NO;FAUX;NO
670;M;Private;SUV;15.0;YES;Highly Urban/ Urban;dev_integral;08/04/2022 10:46;complet;22;"[250Û;325Û]";[>100k];YES;VRAI;NO
671;F;Commercial;SUV;8.0;YES;Highly Rural/ Rural;dev_express;10/05/2022 07:15;complet;21;"[250Û;325Û]";[<20k];YES;FAUX;NO
672;M;Private;SUV;1.0;YES;Highly Rural/ Rural;dev_integral;23/02/2022 18:30;complet;38;"[250Û;325Û]";[<20k];YES;FAUX;NO
673;M;Private;Pickup;1.0;YES;Highly Rural/ Rural;dev_express;02/04/2022 18:10;complet;67;"[250Û;325Û]";"[60k;80k]";YES;FAUX;NO
674;F;Commercial;Pickup;6.0;YES;Highly Urban/ Urban;dev_integral;15/02/2022 10:36;complet;45;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
675;M;Commercial;Minivan;1.0;NO;Highly Rural/ Rural;dev_express;08/01/2022 08:43;complet;80;"[250Û;325Û]";"[20k;40k]";NO;FAUX;YES
676;M;Commercial;Pickup;16.0;YES;Highly Urban/ Urban;dev_integral;24/03/2022 03:47;complet;86;"[250Û;325Û]";"[80k;100k]";YES;FAUX;NO
677;F;Commercial;SUV;11.0;YES;Highly Urban/ Urban;dev_integral;24/05/2022 19:47;complet;65;"[250Û;325Û]";"[60k;80k]";YES;FAUX;NO
678;F;Private;Minivan;15.0;YES;Highly Urban/ Urban;dev_integral;17/01/2022 11:38;complet;33;"[250Û;325Û]";"[40k;60k]";NO;FAUX;YES
679;M;Commercial;SUV;1.0;YES;Highly Urban/ Urban;dev_integral;17/03/2022 13:43;complet;70;"[250Û;325Û]";"[60k;80k]";YES;VRAI;NO
680;M;Private;Minivan;1.0;NO;Highly Rural/ Rural;dev_integral;18/03/2022 08:18;complet;25;"[250Û;325Û]";"[40k;60k]";NO;FAUX;YES
681;F;Commercial;Van;5.0;YES;Highly Urban/ Urban;dev_express;05/01/2022 16:14;complet;11;"[250Û;325Û]";"[20k;40k]";YES;VRAI;NO
682;M;Commercial;Van;5.0;NO;Highly Urban/ Urban;dev_premium;13/05/2022 22:19;complet;22;"[325Û;400Û]";[>100k];NO;FAUX;YES
683;M;Private;SUV;8.0;NO;Highly Rural/ Rural;dev_express;14/01/2022 17:48;complet;71;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
684;F;Private;Minivan;1.0;YES;Highly Urban/ Urban;dev_premium;16/01/2022 03:47;complet;69;"[400Û;500Û]";"[20k;40k]";NO;FAUX;YES
685;F;Commercial;SUV;6.0;YES;Highly Urban/ Urban;dev_integral;13/04/2022 12:18;complet;35;"[250Û;325Û]";"[20k;40k]";YES;FAUX;NO
686;F;Private;SUV;11.0;NO;Highly Urban/ Urban;dev_express;09/03/2022 00:05;complet;4;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
687;M;Private;Minivan;1.0;NO;Highly Urban/ Urban;dev_express;15/03/2022 22:50;complet;66;"[250Û;325Û]";[>100k];NO;FAUX;YES
688;M;Commercial;Van;8.0;YES;Highly Rural/ Rural;dev_integral;07/02/2022 07:14;complet;65;"[250Û;325Û]";"[80k;100k]";NO;FAUX;YES
689;M;Commercial;Minivan;3.0;NO;Highly Urban/ Urban;dev_express;08/03/2022 11:24;complet;78;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
690;F;Commercial;Pickup;5.0;NO;Highly Urban/ Urban;dev_premium;07/01/2022 08:04;complet;28;"[400Û;500Û]";[<20k];YES;FAUX;YES
691;M;Private;Minivan;15.0;NO;Highly Urban/ Urban;dev_premium;13/04/2022 05:45;complet;47;"[400Û;500Û]";"[20k;40k]";NO;FAUX;NO
692;M;Private;Minivan;20.0;NO;Highly Urban/ Urban;dev_integral;30/05/2022 04:03;complet;80;"[325Û;400Û]";"[20k;40k]";NO;FAUX;NO
693;F;Commercial;Pickup;8.0;YES;Highly Urban/ Urban;dev_premium;10/03/2022 05:51;complet;6;"[400Û;500Û]";"[40k;60k]";NO;FAUX;YES
694;F;Private;SUV;8.0;YES;Highly Urban/ Urban;dev_express;02/05/2022 04:51;complet;41;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
695;F;Private;Pickup;1.0;YES;Highly Urban/ Urban;dev_express;04/05/2022 19:49;complet;50;"[250Û;325Û]";"[20k;40k]";NO;FAUX;YES
696;M;Private;Minivan;12.0;YES;Highly Urban/ Urban;dev_express;17/05/2022 09:44;complet;7;"[250Û;325Û]";[<20k];NO;FAUX;NO
697;M;Private;Minivan;11.0;NO;Highly Urban/ Urban;dev_express;25/04/2022 12:32;complet;52;"[250Û;325Û]";"[40k;60k]";NO;FAUX;YES
698;M;Private;Minivan;10.0;YES;Highly Rural/ Rural;dev_express;11/05/2022 08:01;complet;35;"[250Û;325Û]";[>100k];NO;FAUX;NO
699;M;Private;SUV;12.0;YES;Highly Urban/ Urban;dev_integral;05/02/2022 16:47;complet;51;"[250Û;325Û]";"[40k;60k]";YES;FAUX;NO
700;F;Private;Minivan;1.0;YES;Highly Rural/ Rural;dev_express;03/03/2022 08:35;complet;60;"[250Û;325Û]";[<20k];YES;FAUX;NO
701;M;Private;SUV;5.0;NO;Highly Rural/ Rural;dev_integral;18/05/2022 20:23;complet;60;"[250Û;325Û]";"[20k;40k]";YES;VRAI;NO
702;F;Commercial;Minivan;9.0;NO;Highly Rural/ Rural;dev_integral;25/02/2022 18:38;complet;41;"[325Û;400Û]";"[40k;60k]";NO;FAUX;YES
703;M;Commercial;Panel Truck;5.0;YES;Highly Urban/ Urban;dev_vip;18/01/2022 19:21;complet;79;"[650Û;725Û]";"[20k;40k]";NO;FAUX;NO
704;F;Private;Minivan;7.0;YES;Highly Urban/ Urban;dev_premium;08/05/2022 19:44;complet;57;"[500Û;575Û]";[<20k];NO;FAUX;NO
705;M;Private;SUV;5.0;NO;Highly Urban/ Urban;dev_express;19/02/2022 06:28;complet;65;"[250Û;325Û]";"[40k;60k]";YES;FAUX;NO
706;F;Commercial;Pickup;3.0;YES;Highly Urban/ Urban;dev_express;10/01/2022 07:16;complet;6;"[250Û;325Û]";[<20k];NO;FAUX;YES
707;F;Commercial;Minivan;1.0;YES;Highly Rural/ Rural;dev_express;30/03/2022 01:16;complet;71;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
708;F;Private;Van;inconnu;YES;Highly Urban/ Urban;dev_express;07/05/2022 20:16;complet;21;"[250Û;325Û]";"[60k;80k]";YES;VRAI;YES
709;F;Private;Minivan;1.0;NO;Highly Urban/ Urban;dev_express;20/05/2022 20:22;complet;12;"[250Û;325Û]";"[20k;40k]";NO;FAUX;YES
710;F;Commercial;Van;21.0;YES;Highly Urban/ Urban;dev_integral;07/05/2022 13:12;complet;51;"[325Û;400Û]";"[40k;60k]";NO;FAUX;YES
711;M;Commercial;SUV;1.0;NO;Highly Urban/ Urban;dev_premium;04/04/2022 10:38;complet;71;"[400Û;500Û]";"[40k;60k]";NO;FAUX;NO
712;F;Private;Sports Car;10.0;NO;Highly Urban/ Urban;dev_express;04/03/2022 16:27;complet;16;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
713;M;Commercial;Panel Truck;inconnu;YES;Highly Urban/ Urban;dev_integral;11/02/2022 02:39;complet;70;"[250Û;325Û]";[<20k];NO;FAUX;YES
714;F;Commercial;SUV;7.0;NO;Highly Urban/ Urban;dev_premium;31/03/2022 21:08;complet;85;"[400Û;500Û]";[<20k];YES;VRAI;NO
715;F;Private;Van;1.0;NO;Highly Urban/ Urban;dev_express;26/01/2022 05:48;complet;69;"[250Û;325Û]";[>100k];NO;FAUX;NO
716;M;Commercial;Sports Car;1.0;YES;Highly Urban/ Urban;dev_integral;13/02/2022 02:19;complet;81;"[250Û;325Û]";[<20k];YES;VRAI;NO
717;M;Private;Pickup;17.0;NO;Highly Urban/ Urban;dev_premium;15/01/2022 14:58;complet;6;"[400Û;500Û]";"[80k;100k]";NO;FAUX;NO
718;M;Commercial;Panel Truck;9.0;NO;Highly Urban/ Urban;dev_integral;23/02/2022 06:59;complet;24;"[325Û;400Û]";"[60k;80k]";NO;FAUX;NO
719;F;Private;SUV;15.0;NO;Highly Urban/ Urban;dev_integral;21/03/2022 16:57;complet;23;"[250Û;325Û]";"[80k;100k]";YES;FAUX;NO
720;M;Private;Sports Car;11.0;NO;Highly Urban/ Urban;dev_integral;29/04/2022 21:33;complet;30;"[250Û;325Û]";[>100k];NO;FAUX;NO
721;M;Private;SUV;9.0;NO;Highly Rural/ Rural;dev_express;07/03/2022 01:05;complet;59;"[250Û;325Û]";[<20k];NO;FAUX;NO
722;M;Private;SUV;5.0;NO;Highly Urban/ Urban;dev_express;29/05/2022 02:01;complet;73;"[250Û;325Û]";[<20k];YES;FAUX;NO
723;M;Private;Minivan;1.0;YES;Highly Urban/ Urban;dev_express;10/03/2022 20:21;complet;53;"[250Û;325Û]";[<20k];YES;FAUX;YES
724;M;Private;Minivan;11.0;YES;Highly Urban/ Urban;dev_express;08/02/2022 03:10;complet;61;"[250Û;325Û]";[<20k];YES;FAUX;YES
725;F;Commercial;Van;11.0;YES;Highly Urban/ Urban;dev_integral;11/04/2022 13:50;complet;18;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
726;M;Private;Van;9.0;NO;Highly Urban/ Urban;dev_integral;26/05/2022 21:07;complet;86;"[250Û;325Û]";[<20k];NO;FAUX;NO
727;M;Commercial;SUV;6.0;YES;Highly Urban/ Urban;dev_express;18/04/2022 15:10;complet;2;"[250Û;325Û]";"[60k;80k]";YES;VRAI;NO
728;F;Commercial;Pickup;17.0;NO;Highly Urban/ Urban;dev_express;19/02/2022 13:54;complet;3;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
729;F;Commercial;Sports Car;9.0;YES;Highly Urban/ Urban;dev_integral;12/04/2022 01:15;complet;29;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
730;M;Commercial;Pickup;3.0;NO;Highly Rural/ Rural;dev_integral;17/04/2022 18:55;complet;65;"[250Û;325Û]";"[20k;40k]";YES;FAUX;NO
731;M;Private;Minivan;7.0;YES;Highly Urban/ Urban;dev_integral;23/03/2022 15:44;complet;68;"[250Û;325Û]";[<20k];YES;FAUX;YES
732;M;Private;SUV;14.0;YES;Highly Urban/ Urban;dev_integral;05/02/2022 20:30;complet;39;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
733;F;Private;Minivan;inconnu;NO;Highly Urban/ Urban;dev_premium;26/03/2022 22:33;complet;60;"[325Û;400Û]";"[40k;60k]";YES;FAUX;NO
734;F;Commercial;Van;10.0;YES;Highly Urban/ Urban;dev_integral;18/04/2022 16:02;complet;41;"[250Û;325Û]";[>100k];NO;FAUX;NO
735;M;Private;Minivan;1.0;YES;Highly Urban/ Urban;dev_integral;01/03/2022 15:06;complet;15;"[250Û;325Û]";[<20k];NO;FAUX;YES
736;M;Commercial;Sports Car;1.0;NO;Highly Urban/ Urban;dev_integral;30/01/2022 08:56;complet;15;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
737;F;Private;SUV;1.0;YES;Highly Rural/ Rural;dev_express;02/02/2022 16:00;complet;9;"[250Û;325Û]";[<20k];YES;FAUX;NO
738;M;Commercial;Minivan;6.0;NO;Highly Urban/ Urban;dev_integral;08/04/2022 12:42;complet;56;"[250Û;325Û]";"[80k;100k]";YES;VRAI;YES
739;F;Commercial;Panel Truck;1.0;YES;Highly Urban/ Urban;dev_express;01/04/2022 19:14;complet;65;"[250Û;325Û]";"[40k;60k]";NO;FAUX;YES
740;M;Private;SUV;1.0;NO;Highly Urban/ Urban;dev_premium;07/01/2022 22:44;complet;21;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
741;F;Private;SUV;14.0;YES;Highly Urban/ Urban;dev_integral;06/05/2022 19:34;complet;61;"[250Û;325Û]";[>100k];YES;FAUX;NO
742;M;Private;Van;9.0;YES;Highly Urban/ Urban;dev_premium;26/05/2022 22:28;complet;18;"[500Û;575Û]";"[80k;100k]";NO;FAUX;YES
743;M;Private;SUV;1.0;NO;Highly Rural/ Rural;dev_integral;09/03/2022 14:05;complet;65;"[325Û;400Û]";[<20k];YES;FAUX;NO
744;M;Private;Van;10.0;YES;Highly Urban/ Urban;dev_integral;04/02/2022 19:11;complet;57;"[250Û;325Û]";"[60k;80k]";YES;VRAI;NO
745;M;Commercial;Minivan;9.0;YES;Highly Rural/ Rural;dev_express;30/03/2022 17:53;complet;67;"[250Û;325Û]";"[80k;100k]";YES;FAUX;NO
746;M;Private;Minivan;1.0;NO;Highly Rural/ Rural;dev_integral;05/01/2022 01:49;complet;54;"[250Û;325Û]";"[20k;40k]";NO;FAUX;YES
747;M;Commercial;Minivan;8.0;NO;Highly Urban/ Urban;dev_express;13/03/2022 10:35;complet;64;"[250Û;325Û]";"[40k;60k]";NO;FAUX;YES
748;M;Commercial;SUV;12.0;NO;Highly Rural/ Rural;dev_integral;13/04/2022 11:44;complet;67;"[250Û;325Û]";[<20k];YES;FAUX;NO
749;M;Private;Minivan;14.0;YES;Highly Urban/ Urban;dev_express;03/05/2022 02:56;complet;68;"[250Û;325Û]";[>100k];YES;FAUX;NO
750;F;Private;SUV;5.0;YES;Highly Urban/ Urban;dev_express;10/03/2022 06:59;complet;74;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
751;M;Commercial;SUV;8.0;NO;Highly Urban/ Urban;dev_integral;19/03/2022 08:30;complet;29;"[325Û;400Û]";[>100k];NO;FAUX;NO
752;M;Commercial;Pickup;9.0;YES;Highly Urban/ Urban;dev_integral;12/05/2022 21:36;complet;4;"[250Û;325Û]";"[20k;40k]";YES;VRAI;NO
753;M;Private;SUV;3.0;YES;Highly Urban/ Urban;dev_express;19/04/2022 01:39;complet;73;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
754;F;Private;Minivan;20.0;NO;Highly Urban/ Urban;dev_express;09/03/2022 04:34;complet;28;"[250Û;325Û]";"[40k;60k]";NO;FAUX;YES
755;M;Commercial;Panel Truck;9.0;YES;Highly Urban/ Urban;dev_integral;30/03/2022 06:16;complet;57;"[250Û;325Û]";[>100k];NO;FAUX;YES
756;M;Private;Pickup;6.0;YES;Highly Urban/ Urban;dev_integral;17/01/2022 09:47;complet;39;"[325Û;400Û]";"[20k;40k]";NO;FAUX;NO
757;F;Commercial;Pickup;1.0;YES;Highly Urban/ Urban;dev_express;14/04/2022 13:13;complet;53;"[250Û;325Û]";"[20k;40k]";YES;FAUX;NO
758;M;Private;Sports Car;8.0;YES;Highly Urban/ Urban;dev_premium;07/04/2022 23:39;complet;60;"[325Û;400Û]";[<20k];NO;FAUX;NO
759;F;Private;Sports Car;10.0;YES;Highly Urban/ Urban;dev_integral;26/01/2022 06:42;complet;28;"[325Û;400Û]";"[60k;80k]";NO;FAUX;YES
760;M;Private;Minivan;16.0;YES;Highly Urban/ Urban;dev_integral;26/01/2022 18:39;complet;17;"[250Û;325Û]";[>100k];YES;FAUX;NO
761;F;Private;SUV;11.0;YES;Highly Urban/ Urban;dev_integral;15/03/2022 15:42;complet;41;"[325Û;400Û]";[>100k];NO;FAUX;NO
762;F;Private;SUV;17.0;NO;Highly Urban/ Urban;dev_integral;30/05/2022 14:54;complet;54;"[325Û;400Û]";"[80k;100k]";NO;FAUX;YES
763;M;Commercial;Pickup;1.0;YES;Highly Urban/ Urban;dev_express;09/04/2022 00:17;complet;7;"[250Û;325Û]";[<20k];YES;VRAI;YES
764;F;Private;Minivan;8.0;NO;Highly Urban/ Urban;dev_premium;21/05/2022 17:50;complet;48;"[325Û;400Û]";"[20k;40k]";NO;FAUX;YES
765;M;Commercial;Pickup;10.0;NO;Highly Urban/ Urban;dev_integral;01/01/2022 05:44;complet;8;"[325Û;400Û]";"[80k;100k]";YES;FAUX;YES
766;M;Private;SUV;15.0;YES;Highly Urban/ Urban;dev_express;24/02/2022 00:48;complet;92;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
767;F;Private;Pickup;10.0;YES;Highly Urban/ Urban;dev_integral;12/01/2022 00:48;complet;27;"[325Û;400Û]";[>100k];NO;FAUX;NO
768;M;Private;Sports Car;1.0;NO;Highly Urban/ Urban;dev_integral;14/01/2022 11:52;complet;72;"[325Û;400Û]";[<20k];YES;VRAI;NO
769;F;Commercial;Pickup;7.0;YES;Highly Rural/ Rural;dev_integral;02/02/2022 05:11;complet;60;"[250Û;325Û]";[<20k];YES;FAUX;NO
770;M;Private;Minivan;14.0;YES;Highly Urban/ Urban;dev_integral;10/04/2022 20:24;complet;50;"[250Û;325Û]";"[60k;80k]";NO;FAUX;YES
771;M;Private;SUV;5.0;YES;Highly Urban/ Urban;dev_integral;28/05/2022 19:58;complet;15;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
772;M;Commercial;Minivan;1.0;YES;Highly Urban/ Urban;dev_integral;19/05/2022 06:35;complet;35;"[325Û;400Û]";"[40k;60k]";NO;FAUX;YES
773;F;Private;Minivan;9.0;NO;Highly Urban/ Urban;dev_integral;05/03/2022 18:04;complet;51;"[250Û;325Û]";"[60k;80k]";NO;FAUX;YES
774;M;Commercial;Pickup;16.0;YES;Highly Urban/ Urban;dev_express;04/01/2022 08:53;complet;71;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
775;M;Commercial;Van;9.0;YES;Highly Urban/ Urban;dev_integral;23/04/2022 00:38;complet;28;"[250Û;325Û]";"[40k;60k]";NO;FAUX;YES
776;M;Private;SUV;16.0;YES;Highly Urban/ Urban;dev_integral;19/01/2022 08:22;complet;70;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
777;M;Commercial;Pickup;19.0;NO;Highly Urban/ Urban;dev_integral;14/05/2022 21:13;complet;60;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
778;M;Commercial;Pickup;4.0;YES;Highly Urban/ Urban;dev_integral;22/02/2022 09:35;complet;66;"[325Û;400Û]";"[40k;60k]";NO;FAUX;NO
779;F;Commercial;Panel Truck;17.0;NO;Highly Urban/ Urban;dev_integral;24/02/2022 12:40;complet;30;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
780;M;Commercial;Panel Truck;12.0;NO;Highly Urban/ Urban;dev_express;26/05/2022 12:01;complet;64;"[250Û;325Û]";[<20k];YES;FAUX;NO
781;F;Commercial;SUV;1.0;YES;Highly Rural/ Rural;dev_integral;14/01/2022 18:54;complet;41;"[250Û;325Û]";[>100k];YES;FAUX;NO
782;M;Private;Minivan;16.0;YES;Highly Rural/ Rural;dev_premium;06/01/2022 06:03;complet;64;"[400Û;500Û]";"[60k;80k]";NO;FAUX;NO
783;F;Private;SUV;22.0;YES;Highly Urban/ Urban;dev_integral;21/01/2022 20:55;complet;6;"[250Û;325Û]";"[80k;100k]";YES;VRAI;NO
784;M;Private;Minivan;12.0;YES;Highly Urban/ Urban;dev_integral;12/04/2022 15:22;complet;45;"[250Û;325Û]";[>100k];NO;FAUX;YES
785;M;Private;Minivan;15.0;YES;Highly Urban/ Urban;dev_premium;05/01/2022 05:59;complet;50;"[400Û;500Û]";[>100k];NO;FAUX;NO
786;M;Commercial;Pickup;11.0;YES;Highly Urban/ Urban;dev_integral;10/01/2022 06:19;complet;64;"[325Û;400Û]";[<20k];NO;FAUX;NO
787;F;Commercial;Minivan;1.0;NO;Highly Rural/ Rural;dev_premium;08/04/2022 06:27;complet;62;"[325Û;400Û]";"[60k;80k]";NO;FAUX;NO
788;M;Private;Pickup;15.0;YES;Highly Urban/ Urban;dev_integral;30/03/2022 15:14;complet;62;"[250Û;325Û]";"[80k;100k]";NO;FAUX;YES
789;M;Commercial;Panel Truck;16.0;NO;Highly Urban/ Urban;dev_express;12/04/2022 05:10;complet;78;"[250Û;325Û]";"[60k;80k]";NO;FAUX;YES
790;F;Private;Minivan;1.0;YES;Highly Urban/ Urban;dev_integral;15/03/2022 08:34;complet;81;"[250Û;325Û]";"[60k;80k]";NO;FAUX;YES
791;F;Private;SUV;1.0;YES;Highly Urban/ Urban;dev_integral;12/03/2022 10:18;complet;83;"[250Û;325Û]";[<20k];YES;FAUX;NO
792;M;Commercial;Pickup;17.0;YES;Highly Urban/ Urban;dev_integral;14/03/2022 14:38;complet;65;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
793;M;Commercial;Van;13.0;NO;Highly Urban/ Urban;dev_integral;09/01/2022 22:09;complet;86;"[250Û;325Û]";"[40k;60k]";YES;FAUX;YES
794;M;Commercial;SUV;7.0;YES;Highly Urban/ Urban;dev_express;27/02/2022 16:55;complet;56;"[250Û;325Û]";[<20k];NO;FAUX;NO
795;F;Private;SUV;10.0;NO;Highly Urban/ Urban;dev_premium;02/02/2022 08:14;complet;69;"[400Û;500Û]";[<20k];YES;VRAI;NO
796;M;Commercial;Sports Car;1.0;NO;Highly Urban/ Urban;dev_express;06/03/2022 16:17;complet;70;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
797;M;Private;Minivan;12.0;NO;Highly Urban/ Urban;dev_express;06/01/2022 06:25;complet;57;"[250Û;325Û]";"[40k;60k]";NO;FAUX;YES
798;F;Private;SUV;9.0;NO;Highly Urban/ Urban;dev_integral;03/04/2022 02:20;complet;36;"[250Û;325Û]";[<20k];NO;FAUX;NO
799;F;Private;Minivan;10.0;NO;Highly Urban/ Urban;dev_integral;30/04/2022 23:07;complet;60;"[250Û;325Û]";[>100k];YES;FAUX;NO
800;M;Private;Pickup;13.0;NO;Highly Urban/ Urban;dev_integral;19/03/2022 17:09;complet;85;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
801;F;Private;Minivan;9.0;NO;Highly Rural/ Rural;dev_express;24/01/2022 05:53;complet;88;"[250Û;325Û]";"[40k;60k]";NO;FAUX;YES
802;F;Private;Minivan;1.0;NO;Highly Urban/ Urban;dev_integral;23/02/2022 04:42;complet;61;"[250Û;325Û]";[<20k];YES;FAUX;YES
803;M;Commercial;Sports Car;8.0;YES;Highly Urban/ Urban;dev_integral;17/05/2022 10:24;complet;63;"[250Û;325Û]";[<20k];YES;FAUX;NO
804;F;Private;Van;1.0;YES;Highly Urban/ Urban;dev_express;06/03/2022 00:45;complet;26;"[250Û;325Û]";[<20k];NO;FAUX;NO
805;F;Private;Pickup;1.0;YES;Highly Urban/ Urban;dev_integral;13/03/2022 16:07;complet;12;"[325Û;400Û]";[<20k];NO;FAUX;NO
806;M;Commercial;SUV;10.0;NO;Highly Urban/ Urban;dev_premium;10/02/2022 20:24;complet;5;"[400Û;500Û]";[<20k];YES;FAUX;NO
807;F;Private;SUV;16.0;NO;Highly Urban/ Urban;dev_integral;16/01/2022 04:07;complet;66;"[250Û;325Û]";[<20k];NO;FAUX;NO
808;M;Commercial;Panel Truck;11.0;YES;Highly Urban/ Urban;dev_express;19/05/2022 17:14;complet;54;"[250Û;325Û]";"[20k;40k]";NO;FAUX;YES
809;M;Private;SUV;18.0;YES;Highly Urban/ Urban;dev_express;18/04/2022 02:22;complet;74;"[250Û;325Û]";[>100k];YES;FAUX;NO
810;M;Commercial;SUV;5.0;YES;Highly Rural/ Rural;dev_integral;13/01/2022 09:31;complet;65;"[250Û;325Û]";[<20k];YES;FAUX;NO
811;M;Commercial;Panel Truck;1.0;NO;Highly Urban/ Urban;dev_integral;28/05/2022 06:19;complet;50;"[325Û;400Û]";"[60k;80k]";NO;FAUX;YES
812;F;Commercial;Panel Truck;15.0;NO;Highly Urban/ Urban;dev_express;28/03/2022 01:51;complet;46;"[250Û;325Û]";"[60k;80k]";NO;FAUX;YES
813;F;Private;Minivan;3.0;YES;Highly Urban/ Urban;dev_integral;15/03/2022 17:21;complet;81;"[250Û;325Û]";"[40k;60k]";YES;FAUX;NO
814;M;Private;Pickup;7.0;NO;Highly Urban/ Urban;dev_integral;10/03/2022 08:41;complet;61;"[250Û;325Û]";[<20k];YES;FAUX;YES
815;M;Private;SUV;5.0;YES;Highly Rural/ Rural;dev_express;20/01/2022 06:27;complet;73;"[250Û;325Û]";"[60k;80k]";YES;FAUX;NO
816;F;Private;Minivan;22.0;NO;Highly Urban/ Urban;dev_integral;09/04/2022 17:10;complet;60;"[250Û;325Û]";"[60k;80k]";NO;FAUX;YES
817;M;Commercial;Pickup;21.0;YES;Highly Urban/ Urban;dev_premium;05/03/2022 15:27;complet;30;"[400Û;500Û]";"[80k;100k]";NO;FAUX;NO
818;M;Commercial;Van;14.0;NO;Highly Urban/ Urban;dev_premium;09/04/2022 10:34;complet;12;"[400Û;500Û]";"[80k;100k]";YES;VRAI;YES
819;F;Private;Pickup;1.0;YES;Highly Urban/ Urban;dev_integral;16/02/2022 13:50;complet;58;"[250Û;325Û]";"[20k;40k]";YES;VRAI;NO
820;M;Commercial;Minivan;10.0;YES;Highly Urban/ Urban;dev_integral;06/04/2022 17:34;complet;76;"[325Û;400Û]";[<20k];YES;FAUX;YES
821;F;Private;Van;11.0;YES;Highly Urban/ Urban;dev_express;23/03/2022 08:12;complet;67;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
822;F;Private;SUV;1.0;YES;Highly Urban/ Urban;dev_express;25/01/2022 03:27;complet;73;"[250Û;325Û]";"[20k;40k]";YES;FAUX;NO
823;F;Commercial;SUV;7.0;YES;Highly Urban/ Urban;dev_express;21/01/2022 09:35;complet;23;"[250Û;325Û]";[<20k];YES;FAUX;NO
824;M;Private;Minivan;15.0;YES;Highly Urban/ Urban;dev_integral;27/01/2022 16:51;complet;69;"[325Û;400Û]";[>100k];YES;FAUX;NO
825;M;Commercial;SUV;1.0;YES;Highly Urban/ Urban;dev_integral;22/04/2022 14:21;complet;77;"[325Û;400Û]";[<20k];YES;FAUX;NO
826;M;Private;SUV;17.0;NO;Highly Urban/ Urban;dev_express;13/03/2022 23:40;complet;67;"[250Û;325Û]";[>100k];NO;FAUX;NO
827;F;Commercial;Van;8.0;YES;Highly Urban/ Urban;dev_premium;15/01/2022 03:03;complet;61;"[325Û;400Û]";[>100k];NO;FAUX;NO
828;F;Private;Minivan;15.0;YES;Highly Urban/ Urban;dev_express;24/02/2022 23:09;complet;2;"[250Û;325Û]";[<20k];NO;FAUX;NO
829;F;Private;Minivan;1.0;NO;Highly Urban/ Urban;dev_integral;27/03/2022 17:51;complet;58;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
830;M;Commercial;Van;10.0;NO;Highly Urban/ Urban;dev_express;02/04/2022 07:37;complet;61;"[250Û;325Û]";"[40k;60k]";NO;FAUX;YES
831;F;Private;Minivan;1.0;YES;Highly Urban/ Urban;dev_integral;18/02/2022 07:19;complet;22;"[250Û;325Û]";"[20k;40k]";NO;FAUX;YES
832;M;Private;SUV;7.0;YES;Highly Urban/ Urban;dev_integral;17/04/2022 09:27;complet;78;"[250Û;325Û]";"[60k;80k]";YES;VRAI;NO
833;F;Commercial;Pickup;inconnu;YES;Highly Rural/ Rural;dev_express;20/05/2022 03:29;complet;40;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
834;F;Private;SUV;1.0;NO;Highly Rural/ Rural;dev_integral;29/01/2022 23:20;complet;15;"[250Û;325Û]";[<20k];NO;FAUX;NO
835;M;Private;SUV;7.0;YES;Highly Urban/ Urban;dev_express;01/05/2022 19:40;complet;42;"[250Û;325Û]";[<20k];NO;FAUX;NO
836;M;Private;SUV;1.0;YES;Highly Urban/ Urban;dev_premium;02/05/2022 20:32;complet;17;"[400Û;500Û]";[<20k];NO;FAUX;NO
